Sex,Length,Diameter,Height,Whole.weight,Shucked.weight,Viscera.weight,Shell.weight,Rings
I,0.465,0.34,0.09,0.471,0.231,0.0855,0.1075,1-8
I,0.46,0.345,0.11,0.3945,0.242,0.075,0.1035,1-8
F,0.665,0.5,0.175,1.742,0.585,0.377,0.6,11+
F,0.465,0.35,0.11,0.416,0.194,0.098,0.1245,10
M,0.695,0.56,0.215,2.003,0.9925,0.41,0.503,10
M,0.355,0.285,0.1,0.217,0.0675,0.049,0.08,10
F,0.445,0.325,0.125,0.406,0.1645,0.046,0.13,11+
F,0.54,0.44,0.135,0.8395,0.3135,0.195,0.245,10
I,0.555,0.435,0.13,0.7595,0.3285,0.16,0.21,9
I,0.53,0.405,0.15,0.6965,0.299,0.1935,0.208,11+
M,0.535,0.415,0.13,0.738,0.369,0.112,0.203,1-8
M,0.575,0.47,0.165,0.853,0.4005,0.156,0.2245,1-8
M,0.385,0.285,0.095,0.2875,0.112,0.0685,0.092,11+
I,0.555,0.435,0.145,0.97,0.444,0.2245,0.255,9
F,0.625,0.515,0.135,1.336,0.6685,0.259,0.28,1-8
F,0.685,0.54,0.215,1.5555,0.7285,0.3525,0.444,11+
M,0.475,0.395,0.15,0.5865,0.215,0.14,0.19,11+
F,0.715,0.525,0.205,1.51,0.664,0.4475,0.3725,11+
M,0.64,0.5,0.175,1.2765,0.579,0.281,0.371,11+
F,0.45,0.35,0.12,0.412,0.1675,0.0955,0.135,1-8
F,0.665,0.5,0.16,1.309,0.6145,0.284,0.3445,9
I,0.27,0.19,0.06,0.073,0.0245,0.0235,0.025,1-8
M,0.57,0.48,0.15,0.9785,0.405,0.1665,0.315,11+
M,0.635,0.515,0.175,1.615,0.6215,0.358,0.4575,11+
M,0.59,0.46,0.14,1.102,0.3825,0.2345,0.31,11+
I,0.53,0.405,0.145,0.6965,0.3065,0.1665,0.205,11+
M,0.605,0.475,0.18,1.382,0.726,0.25,0.3045,11+
F,0.575,0.45,0.15,0.9775,0.439,0.207,0.264,10
M,0.65,0.495,0.15,1.2215,0.5515,0.252,0.345,11+
I,0.21,0.16,0.05,0.0455,0.0255,0.011,0.013,1-8
M,0.61,0.47,0.16,1.017,0.426,0.192,0.355,11+
F,0.575,0.465,0.195,0.9965,0.405,0.2425,0.37,11+
M,0.465,0.36,0.14,0.6105,0.2595,0.1505,0.1835,11+
M,0.375,0.28,0.095,0.2145,0.0875,0.056,0.07,9
M,0.57,0.44,0.17,1.0225,0.5265,0.204,0.228,1-8
F,0.615,0.5,0.205,1.304,0.6345,0.275,0.3605,11+
F,0.485,0.39,0.1,0.5565,0.256,0.115,0.157,10
I,0.27,0.205,0.05,0.084,0.0345,0.0195,0.03,1-8
M,0.615,0.475,0.17,1.129,0.4795,0.272,0.3095,9
F,0.56,0.435,0.15,0.9705,0.504,0.166,0.1975,9
F,0.62,0.51,0.175,1.2815,0.6,0.3045,0.315,11+
M,0.53,0.405,0.125,0.6515,0.2885,0.156,0.171,9
I,0.385,0.285,0.1,0.3175,0.1545,0.0535,0.0795,1-8
F,0.56,0.42,0.18,1.764,0.7755,0.3285,0.515,11+
F,0.545,0.42,0.14,0.832,0.411,0.227,0.229,9
M,0.465,0.35,0.125,0.5255,0.17,0.1265,0.18,9
F,0.61,0.48,0.19,1.2255,0.532,0.275,0.3165,9
I,0.395,0.32,0.1,0.2665,0.1,0.0825,0.1,1-8
I,0.35,0.265,0.08,0.213,0.066,0.0465,0.07,1-8
I,0.485,0.37,0.125,0.4725,0.185,0.099,0.17,9
M,0.695,0.54,0.165,1.4575,0.6955,0.318,0.4535,10
I,0.535,0.41,0.175,0.738,0.304,0.1435,0.24,10
M,0.41,0.335,0.115,0.369,0.1475,0.0855,0.12,1-8
I,0.35,0.25,0.075,0.1915,0.082,0.04,0.05,1-8
I,0.425,0.325,0.115,0.3265,0.1315,0.075,0.105,1-8
I,0.725,0.55,0.2,1.978,1.026,0.448,0.503,11+
F,0.63,0.485,0.17,1.3,0.5135,0.314,0.31,11+
F,0.635,0.495,0.155,1.1345,0.4305,0.234,0.32,9
I,0.47,0.355,0.12,0.4905,0.1665,0.0875,0.191,9
M,0.57,0.46,0.15,0.91,0.363,0.211,0.295,10
M,0.525,0.395,0.135,0.7635,0.368,0.173,0.1955,1-8
I,0.455,0.37,0.125,0.4705,0.181,0.114,0.1505,11+
F,0.605,0.485,0.175,1.3475,0.5305,0.3735,0.3985,11+
F,0.67,0.505,0.185,1.473,0.6415,0.282,0.505,11+
I,0.44,0.34,0.105,0.3805,0.1575,0.089,0.1,9
I,0.11,0.115,0.05,0.014,0.0065,0.0065,0.005,1-8
I,0.585,0.45,0.145,0.795,0.405,0.1415,0.238,1-8
I,0.425,0.34,0.1,0.382,0.164,0.0625,0.105,1-8
F,0.525,0.43,0.125,0.702,0.2565,0.1365,0.23,11+
F,0.415,0.325,0.12,0.3755,0.1695,0.086,0.11,1-8
M,0.59,0.405,0.15,0.9765,0.462,0.2075,0.2895,1-8
F,0.675,0.525,0.155,1.5415,0.671,0.487,0.354,11+
M,0.71,0.57,0.205,1.981,0.9925,0.4015,0.482,11+
M,0.38,0.27,0.1,0.2665,0.122,0.061,0.075,1-8
M,0.565,0.465,0.16,1.0315,0.4685,0.26,0.263,11+
M,0.535,0.41,0.125,0.6935,0.3265,0.1255,0.195,9
M,0.55,0.405,0.14,0.7075,0.3165,0.138,0.208,11+
M,0.575,0.45,0.13,1.0105,0.407,0.2645,0.285,11+
I,0.315,0.23,0,0.1445,0.0595,0.031,0.045,1-8
I,0.515,0.4,0.15,0.654,0.2775,0.1055,0.1855,11+
M,0.575,0.445,0.14,0.9215,0.4305,0.1935,0.273,11+
I,0.515,0.39,0.13,0.575,0.2375,0.096,0.175,9
I,0.37,0.275,0.135,0.2225,0.1025,0.0375,0.0615,1-8
M,0.545,0.42,0.13,0.82,0.2515,0.1765,0.238,1-8
F,0.435,0.325,0.115,0.444,0.178,0.0755,0.14,1-8
F,0.565,0.505,0.185,1.1145,0.403,0.2805,0.39,11+
I,0.625,0.505,0.165,1.0915,0.4615,0.227,0.341,11+
F,0.54,0.425,0.13,0.7345,0.2115,0.169,0.24,11+
M,0.53,0.425,0.12,0.813,0.345,0.179,0.1775,1-8
F,0.66,0.535,0.19,1.759,0.6995,0.313,0.3245,11+
M,0.525,0.365,0.175,0.9605,0.3835,0.2225,0.2745,10
M,0.31,0.235,0.09,0.1435,0.0515,0.0365,0.05,10
I,0.5,0.375,0.14,0.5795,0.239,0.1415,0.19,9
M,0.51,0.4,0.14,0.6245,0.2505,0.1445,0.184,11+
I,0.34,0.25,0.075,0.1605,0.075,0.059,0.046,1-8
F,0.545,0.425,0.135,0.7505,0.2895,0.157,0.235,10
I,0.37,0.275,0.095,0.257,0.11,0.059,0.07,1-8
M,0.545,0.39,0.155,0.782,0.2855,0.1405,0.24,9
F,0.67,0.51,0.15,1.043,0.371,0.262,0.3635,11+
F,0.7,0.575,0.185,2.273,1.1075,0.564,0.488,10
M,0.63,0.495,0.18,1.1965,0.5845,0.247,0.294,11+
M,0.66,0.51,0.175,1.6115,0.6645,0.358,0.43,11+
I,0.435,0.345,0.12,0.396,0.219,0.0655,0.103,1-8
M,0.585,0.455,0.125,0.7955,0.3385,0.1955,0.234,1-8
F,0.65,0.565,0.205,1.7445,0.8515,0.3615,0.4825,11+
M,0.62,0.46,0.19,1.127,0.492,0.262,0.353,10
M,0.64,0.485,0.15,1.1955,0.4445,0.2655,0.39,11+
F,0.675,0.54,0.215,1.7445,0.6665,0.4215,0.516,11+
I,0.525,0.41,0.155,0.694,0.35,0.102,0.178,11+
M,0.42,0.345,0.135,0.4495,0.1785,0.102,0.15,9
I,0.58,0.47,0.145,1.053,0.4985,0.2285,0.265,9
F,0.61,0.475,0.155,1.0375,0.498,0.2465,0.176,9
M,0.505,0.4,0.155,0.775,0.216,0.157,0.285,10
F,0.56,0.45,0.125,0.8025,0.313,0.1715,0.2185,9
F,0.525,0.405,0.14,0.6935,0.3115,0.1715,0.2,9
F,0.525,0.41,0.115,0.6515,0.2945,0.1505,0.2,10
I,0.42,0.32,0.11,0.3625,0.159,0.0945,0.105,1-8
I,0.285,0.215,0.07,0.096,0.036,0.0205,0.03,1-8
I,0.58,0.445,0.165,1.0285,0.549,0.2175,0.2745,10
F,0.47,0.375,0.1,0.441,0.167,0.1035,0.166,1-8
F,0.475,0.35,0.115,0.452,0.1775,0.0995,0.13,1-8
M,0.72,0.6,0.22,2.0725,0.87,0.3415,0.62,11+
I,0.325,0.25,0.085,0.179,0.071,0.0385,0.0575,1-8
M,0.545,0.415,0.13,0.9745,0.3225,0.136,0.25,1-8
I,0.53,0.425,0.135,0.6765,0.336,0.1285,0.251,10
M,0.47,0.375,0.115,0.5,0.268,0.099,0.1455,1-8
M,0.585,0.455,0.18,1.0835,0.481,0.3015,0.3345,10
F,0.735,0.565,0.19,2.0165,0.9285,0.4755,0.602,11+
M,0.65,0.51,0.175,1.218,0.5055,0.377,0.3225,10
M,0.665,0.525,0.165,1.566,0.6725,0.3765,0.3775,11+
M,0.565,0.45,0.145,0.9255,0.4545,0.1475,0.235,9
F,0.635,0.5,0.165,1.2265,0.5075,0.3,0.36,10
M,0.665,0.5,0.17,1.374,0.711,0.2865,0.3235,10
I,0.33,0.26,0.09,0.1965,0.0925,0.034,0.0525,1-8
I,0.495,0.385,0.125,0.5805,0.2655,0.1285,0.14,1-8
I,0.235,0.17,0.065,0.0705,0.0315,0.018,0.021,1-8
I,0.62,0.45,0.135,0.7715,0.3695,0.165,0.25,10
I,0.52,0.425,0.135,0.711,0.2615,0.1455,0.23,1-8
F,0.66,0.515,0.195,1.528,0.6865,0.3025,0.3775,11+
F,0.465,0.35,0.115,0.416,0.194,0.0985,0.13,9
I,0.36,0.265,0.08,0.192,0.08,0.05,0.055,1-8
M,0.65,0.525,0.175,1.347,0.5725,0.304,0.396,10
I,0.465,0.365,0.115,0.4305,0.167,0.0905,0.127,1-8
M,0.695,0.545,0.205,1.666,0.769,0.436,0.4435,11+
I,0.5,0.375,0.12,0.5445,0.229,0.101,0.162,1-8
M,0.51,0.405,0.145,0.8175,0.4615,0.1515,0.1895,10
I,0.315,0.25,0.085,0.179,0.071,0.042,0.055,1-8
I,0.52,0.38,0.125,0.616,0.3175,0.121,0.186,9
M,0.635,0.48,0.16,1.1285,0.4985,0.2765,0.3325,10
I,0.33,0.205,0.095,0.1695,0.0675,0.05,0.045,1-8
M,0.525,0.41,0.13,0.722,0.32,0.1485,0.175,1-8
F,0.59,0.445,0.15,1.224,0.618,0.2355,0.2875,1-8
F,0.605,0.45,0.145,1.137,0.5585,0.2645,0.2845,11+
M,0.675,0.52,0.165,1.56,0.671,0.383,0.4,11+
I,0.4,0.31,0.1,0.3075,0.109,0.055,0.1135,1-8
M,0.59,0.465,0.13,0.9905,0.4625,0.199,0.295,11+
M,0.57,0.445,0.15,0.9875,0.547,0.242,0.2295,9
I,0.41,0.315,0.11,0.33,0.1645,0.0705,0.0855,9
M,0.61,0.49,0.16,1.103,0.506,0.2475,0.305,1-8
I,0.465,0.355,0.11,0.452,0.1885,0.159,0.138,9
F,0.66,0.5,0.14,1.1605,0.5405,0.256,0.32,9
F,0.615,0.47,0.15,1.1735,0.6245,0.233,0.285,1-8
F,0.62,0.51,0.175,1.2125,0.707,0.2695,0.3,9
F,0.55,0.425,0.14,0.8315,0.411,0.196,0.244,10
F,0.6,0.505,0.17,1.14,0.4795,0.265,0.365,11+
M,0.535,0.42,0.15,0.6855,0.3,0.163,0.2065,10
I,0.545,0.43,0.15,0.639,0.2905,0.1295,0.22,1-8
M,0.465,0.375,0.13,0.547,0.231,0.1495,0.167,1-8
F,0.75,0.585,0.205,2.25,1.0615,0.421,0.7975,11+
F,0.485,0.395,0.135,0.5785,0.2145,0.124,0.17,11+
F,0.635,0.505,0.155,1.4025,0.672,0.347,0.3195,9
M,0.64,0.5,0.175,1.4995,0.664,0.3125,0.4025,11+
I,0.61,0.465,0.16,1,0.3865,0.199,0.355,11+
F,0.645,0.51,0.2,1.4285,0.605,0.283,0.36,1-8
M,0.55,0.41,0.13,0.8025,0.301,0.203,0.28,11+
F,0.71,0.53,0.195,1.9965,1.0465,0.389,0.502,11+
F,0.72,0.545,0.18,1.724,0.747,0.402,0.4435,10
M,0.505,0.4,0.14,0.875,0.275,0.208,0.275,11+
M,0.77,0.63,0.215,2.7795,1.488,0.472,0.586,10
F,0.37,0.275,0.09,0.2565,0.089,0.0655,0.0825,1-8
F,0.73,0.55,0.18,1.51,0.655,0.358,0.465,11+
M,0.53,0.415,0.135,0.8175,0.317,0.1485,0.25,10
M,0.63,0.49,0.16,1.2085,0.575,0.273,0.313,10
M,0.705,0.56,0.21,2.198,1.0745,0.4665,0.503,10
I,0.29,0.21,0.07,0.1115,0.045,0.013,0.0335,1-8
F,0.535,0.4,0.135,0.927,0.4325,0.1805,0.259,10
M,0.62,0.5,0.175,1.146,0.5475,0.2405,0.287,1-8
F,0.65,0.545,0.185,1.522,0.59,0.372,0.43,11+
I,0.525,0.415,0.135,0.874,0.328,0.239,0.2315,11+
M,0.635,0.5,0.17,1.4435,0.622,0.309,0.32,9
I,0.41,0.325,0.105,0.335,0.157,0.0775,0.11,1-8
F,0.55,0.435,0.155,0.946,0.313,0.2355,0.275,11+
I,0.46,0.35,0.105,0.4675,0.23,0.1065,0.116,1-8
F,0.575,0.45,0.15,1.107,0.5865,0.255,0.25,9
M,0.55,0.45,0.17,0.884,0.279,0.15,0.28,9
F,0.5,0.37,0.115,0.5885,0.281,0.118,0.15,1-8
F,0.705,0.545,0.13,1.3165,0.73,0.3015,0.3275,10
I,0.505,0.405,0.12,0.5925,0.2555,0.1645,0.1975,10
M,0.59,0.5,0.175,1.3005,0.5035,0.234,0.405,11+
I,0.225,0.16,0.03,0.0525,0.0235,0.012,0.014,1-8
I,0.3,0.22,0.065,0.1365,0.0575,0.0295,0.035,1-8
M,0.515,0.405,0.14,0.724,0.2415,0.144,0.255,11+
I,0.29,0.205,0.07,0.097,0.045,0.0135,0.03,1-8
M,0.44,0.365,0.135,0.5905,0.2385,0.135,0.19,11+
I,0.34,0.26,0.085,0.192,0.097,0.036,0.055,1-8
F,0.56,0.445,0.14,0.83,0.428,0.18,0.2285,9
M,0.545,0.415,0.125,0.778,0.264,0.163,0.26,11+
M,0.695,0.53,0.19,1.492,0.7185,0.321,0.405,11+
M,0.645,0.51,0.195,1.4745,0.7285,0.396,0.341,11+
M,0.56,0.425,0.1,0.744,0.349,0.1315,0.195,1-8
F,0.585,0.42,0.18,1.764,0.8515,0.3025,0.4095,11+
M,0.58,0.43,0.16,0.9615,0.49,0.19,0.2185,1-8
I,0.58,0.42,0.175,1.411,0.572,0.3235,0.418,10
I,0.415,0.325,0.11,0.3045,0.1215,0.074,0.106,1-8
I,0.33,0.26,0.09,0.1965,0.0925,0.034,0.0525,1-8
I,0.435,0.34,0.11,0.407,0.2055,0.075,0.1035,1-8
I,0.455,0.345,0.11,0.4445,0.182,0.102,0.125,9
M,0.455,0.35,0.135,0.5185,0.21,0.1625,0.145,1-8
I,0.46,0.36,0.11,0.4585,0.2,0.0965,0.1315,1-8
I,0.6,0.48,0.17,1.1785,0.444,0.2895,0.315,11+
I,0.29,0.215,0.07,0.1115,0.0485,0.0275,0.045,1-8
I,0.54,0.435,0.11,0.636,0.2525,0.1175,0.21,9
F,0.68,0.57,0.195,1.768,0.8365,0.3655,0.51,11+
M,0.52,0.4,0.12,0.7555,0.32,0.17,0.22,10
M,0.5,0.385,0.135,0.7815,0.361,0.1575,0.21,1-8
M,0.65,0.525,0.19,1.622,0.6215,0.358,0.477,11+
I,0.425,0.325,0.1,0.313,0.1205,0.074,0.0945,1-8
I,0.56,0.44,0.145,0.72,0.306,0.1315,0.2255,10
I,0.38,0.285,0.1,0.2905,0.1305,0.0395,0.0805,1-8
F,0.465,0.35,0.115,0.4085,0.175,0.108,0.135,1-8
F,0.65,0.515,0.175,1.567,0.7155,0.3515,0.401,11+
F,0.665,0.5,0.175,1.3435,0.642,0.293,0.355,11+
F,0.705,0.535,0.19,1.492,0.615,0.379,0.422,11+
F,0.605,0.455,0.16,1.1035,0.421,0.249,0.355,11+
M,0.59,0.5,0.175,1.053,0.3,0.165,0.44,11+
F,0.65,0.59,0.235,1.752,0.637,0.2635,0.815,11+
F,0.65,0.505,0.175,1.16,0.4785,0.2315,0.35,10
I,0.425,0.325,0.1,0.352,0.1635,0.0775,0.103,1-8
M,0.69,0.53,0.175,1.5165,0.578,0.394,0.4645,10
M,0.605,0.5,0.16,1.122,0.4205,0.1785,0.384,11+
I,0.465,0.36,0.105,0.468,0.222,0.1005,0.12,1-8
M,0.5,0.39,0.145,0.775,0.246,0.18,0.235,11+
I,0.58,0.425,0.15,0.728,0.31,0.1755,0.193,1-8
M,0.575,0.47,0.165,1.078,0.511,0.2025,0.2935,11+
I,0.45,0.35,0.145,0.525,0.1915,0.1065,0.1655,11+
F,0.37,0.28,0.09,0.2065,0.069,0.0485,0.08,11+
F,0.57,0.465,0.155,0.8935,0.3005,0.239,0.3,10
M,0.555,0.44,0.135,0.8625,0.418,0.1685,0.265,10
F,0.52,0.375,0.21,0.7125,0.283,0.174,0.18,11+
I,0.4,0.31,0.1,0.3515,0.1705,0.0775,0.09,1-8
M,0.58,0.43,0.13,0.798,0.364,0.1815,0.194,1-8
M,0.635,0.51,0.17,1.4435,0.642,0.306,0.39,10
F,0.645,0.51,0.16,1.1665,0.4785,0.3,0.355,11+
F,0.5,0.395,0.14,0.6185,0.241,0.1375,0.205,11+
M,0.345,0.26,0.09,0.1835,0.0745,0.0425,0.065,9
M,0.545,0.45,0.155,0.892,0.4185,0.178,0.245,9
I,0.29,0.205,0.065,0.0985,0.0425,0.019,0.03,11+
M,0.6,0.47,0.16,1.012,0.4645,0.258,0.315,11+
M,0.49,0.39,0.15,0.6815,0.2925,0.155,0.18,11+
I,0.41,0.31,0.1,0.3645,0.167,0.091,0.089,1-8
M,0.26,0.19,0.075,0.0915,0.039,0.02,0.03,1-8
I,0.18,0.125,0.035,0.0235,0.008,0.0045,0.009,1-8
M,0.59,0.465,0.14,1.004,0.496,0.199,0.228,1-8
I,0.42,0.31,0.1,0.347,0.157,0.089,0.09,1-8
M,0.4,0.29,0.085,0.319,0.153,0.0595,0.067,1-8
F,0.63,0.495,0.16,1.22,0.5725,0.2225,0.3745,10
I,0.33,0.225,0.085,0.1415,0.0605,0.0295,0.0455,1-8
M,0.44,0.34,0.115,0.4425,0.2385,0.083,0.097,1-8
I,0.58,0.49,0.145,0.977,0.475,0.2205,0.2435,9
F,0.37,0.275,0.095,0.226,0.0805,0.0525,0.075,1-8
I,0.65,0.515,0.125,1.265,0.647,0.3315,0.289,10
F,0.615,0.475,0.155,1.168,0.554,0.3045,0.294,11+
F,0.53,0.405,0.15,0.889,0.26,0.219,0.285,11+
M,0.61,0.485,0.16,1.1,0.4615,0.2025,0.35,11+
M,0.5,0.37,0.13,0.5415,0.251,0.087,0.1555,9
M,0.62,0.51,0.175,1.615,0.653,0.384,0.4505,11+
I,0.44,0.33,0.09,0.413,0.173,0.085,0.1025,1-8
M,0.645,0.5,0.185,1.469,0.5985,0.345,0.4155,11+
F,0.655,0.505,0.175,1.357,0.556,0.302,0.409,11+
I,0.565,0.435,0.135,0.837,0.3265,0.2005,0.2645,10
F,0.68,0.5,0.16,1.122,0.2985,0.1785,0.415,11+
I,0.47,0.355,0.115,0.4155,0.1565,0.098,0.127,1-8
F,0.71,0.565,0.195,1.7265,0.7495,0.371,0.4975,11+
I,0.34,0.26,0.085,0.1835,0.083,0.0325,0.05,1-8
I,0.57,0.45,0.125,0.8715,0.45,0.1475,0.1965,9
F,0.66,0.52,0.195,1.3665,0.5235,0.3215,0.41,11+
I,0.375,0.28,0.1,0.394,0.1725,0.083,0.1125,11+
F,0.615,0.5,0.17,1.054,0.369,0.216,0.395,11+
I,0.515,0.42,0.135,0.6805,0.3465,0.1615,0.194,11+
I,0.28,0.21,0.085,0.1165,0.056,0.0175,0.0285,1-8
M,0.625,0.5,0.14,1.096,0.508,0.221,0.33,11+
F,0.66,0.52,0.2,1.42,0.6045,0.3175,0.418,11+
F,0.505,0.39,0.115,0.612,0.2215,0.1585,0.195,11+
F,0.67,0.545,0.165,1.4465,0.592,0.3175,0.32,10
F,0.695,0.55,0.16,1.4575,0.518,0.3105,0.45,11+
M,0.515,0.42,0.135,0.6295,0.2855,0.115,0.235,11+
M,0.68,0.52,0.15,1.343,0.629,0.302,0.3575,9
I,0.46,0.355,0.105,0.372,0.1575,0.058,0.105,10
I,0.495,0.37,0.125,0.5065,0.2185,0.0945,0.165,1-8
I,0.31,0.24,0.075,0.1435,0.053,0.0315,0.05,1-8
I,0.55,0.42,0.155,0.7395,0.304,0.137,0.2545,9
F,0.585,0.47,0.165,0.9715,0.4255,0.261,0.295,9
I,0.575,0.45,0.145,0.855,0.437,0.17,0.2445,9
I,0.435,0.34,0.11,0.4155,0.219,0.0735,0.11,1-8
M,0.525,0.425,0.11,0.8435,0.3735,0.1825,0.235,1-8
I,0.365,0.27,0.105,0.271,0.1425,0.049,0.078,1-8
M,0.675,0.525,0.195,1.4405,0.5925,0.3405,0.354,9
F,0.645,0.515,0.16,1.2465,0.4105,0.257,0.43,11+
F,0.46,0.36,0.12,0.578,0.281,0.12,0.16,10
I,0.33,0.26,0.07,0.1965,0.097,0.03,0.06,1-8
I,0.255,0.185,0.065,0.0835,0.0345,0.014,0.02,1-8
F,0.6,0.46,0.145,0.799,0.35,0.2265,0.219,9
I,0.365,0.265,0.08,0.2,0.073,0.057,0.06,1-8
F,0.64,0.5,0.17,1.5175,0.74,0.245,0.3695,11+
I,0.575,0.45,0.125,0.751,0.3285,0.1325,0.23,1-8
M,0.72,0.6,0.205,2.2385,1.095,0.564,0.52,9
I,0.555,0.46,0.14,0.753,0.358,0.16,0.208,11+
I,0.55,0.435,0.11,0.7205,0.349,0.1635,0.2,1-8
I,0.45,0.345,0.135,0.443,0.1945,0.083,0.1215,1-8
M,0.53,0.41,0.14,0.724,0.3165,0.172,0.21,11+
F,0.62,0.475,0.14,1.0325,0.479,0.223,0.295,10
M,0.58,0.445,0.135,0.953,0.4315,0.169,0.295,11+
I,0.32,0.23,0.085,0.147,0.0675,0.0325,0.047,1-8
I,0.41,0.305,0.095,0.2605,0.1,0.0515,0.1,1-8
I,0.36,0.265,0.08,0.1865,0.07,0.042,0.0615,1-8
M,0.59,0.47,0.165,1.1735,0.5045,0.2405,0.31,9
M,0.51,0.405,0.155,0.8175,0.3025,0.1715,0.285,11+
M,0.48,0.375,0.1,0.5895,0.259,0.102,0.17,1-8
M,0.505,0.4,0.11,0.6605,0.258,0.153,0.196,11+
I,0.275,0.2,0.065,0.0975,0.0445,0.0245,0.032,1-8
I,0.21,0.15,0.05,0.042,0.017,0.0065,0.013,1-8
M,0.62,0.49,0.205,1.1785,0.4385,0.287,0.425,11+
M,0.46,0.355,0.12,0.494,0.2125,0.116,0.115,1-8
F,0.525,0.405,0.16,0.842,0.295,0.187,0.29,11+
M,0.53,0.435,0.15,0.883,0.3285,0.15,0.25,1-8
F,0.51,0.37,0.18,0.869,0.314,0.207,0.21,11+
M,0.45,0.36,0.125,0.478,0.1905,0.1185,0.141,11+
M,0.345,0.265,0.095,0.221,0.096,0.0295,0.07,1-8
F,0.57,0.465,0.155,1.0315,0.44,0.223,0.278,11+
F,0.69,0.555,0.205,2.165,1.0465,0.564,0.512,10
F,0.605,0.485,0.16,1.079,0.469,0.2435,0.3,11+
M,0.66,0.51,0.165,1.6375,0.5715,0.3595,0.545,11+
F,0.63,0.5,0.18,1.2425,0.6025,0.3065,0.3,11+
F,0.665,0.525,0.18,1.676,0.7295,0.3605,0.4045,10
F,0.7,0.525,0.19,1.492,0.728,0.3685,0.381,11+
F,0.55,0.43,0.125,0.8105,0.368,0.203,0.215,9
F,0.56,0.465,0.15,1.1815,0.581,0.2455,0.2635,1-8
M,0.63,0.495,0.185,1.31,0.4865,0.295,0.44,11+
I,0.51,0.385,0.12,0.537,0.2175,0.101,0.16,1-8
I,0.435,0.345,0.12,0.3795,0.1495,0.079,0.117,1-8
M,0.51,0.4,0.14,0.6515,0.2635,0.163,0.184,1-8
I,0.485,0.355,0.13,0.5085,0.2025,0.104,0.129,1-8
M,0.36,0.295,0.13,0.4645,0.1735,0.1125,0.15,10
M,0.515,0.455,0.125,0.7835,0.263,0.185,0.285,1-8
F,0.735,0.6,0.215,2.5085,1.351,0.575,0.6,11+
M,0.605,0.475,0.175,1.201,0.582,0.274,0.3,10
I,0.555,0.435,0.14,0.7995,0.295,0.176,0.285,11+
I,0.385,0.28,0.09,0.215,0.09,0.0405,0.075,1-8
F,0.66,0.53,0.17,1.431,0.586,0.3485,0.37,11+
I,0.53,0.43,0.15,0.6255,0.278,0.1455,0.185,10
I,0.54,0.41,0.155,0.8935,0.394,0.174,0.228,10
M,0.63,0.5,0.165,1.327,0.5725,0.2595,0.405,11+
I,0.2,0.15,0.04,0.0385,0.0135,0.0065,0.008,1-8
F,0.695,0.565,0.175,1.8075,0.797,0.4225,0.51,11+
F,0.655,0.525,0.19,1.4545,0.6,0.3795,0.354,11+
M,0.595,0.475,0.165,1.262,0.435,0.224,0.41,11+
I,0.425,0.34,0,0.393,0.222,0.0345,0.115,9
F,0.525,0.43,0.14,0.8425,0.367,0.1945,0.251,10
I,0.45,0.345,0.125,0.4045,0.1685,0.0795,0.1345,1-8
I,0.525,0.39,0.115,0.6445,0.3155,0.1445,0.164,1-8
M,0.63,0.49,0.155,1.2525,0.6255,0.308,0.335,11+
F,0.51,0.4,0.13,0.6335,0.2635,0.157,0.19,10
M,0.56,0.45,0.145,0.95,0.4535,0.2395,0.2475,1-8
F,0.33,0.225,0.08,0.14,0.0565,0.035,0.05,1-8
M,0.7,0.54,0.165,1.684,0.63,0.297,0.513,11+
F,0.29,0.225,0.075,0.14,0.061,0.0405,0.045,1-8
F,0.505,0.39,0.115,0.66,0.2415,0.172,0.262,11+
M,0.565,0.44,0.175,1.02,0.4635,0.1865,0.3035,10
I,0.455,0.365,0.135,0.441,0.1785,0.0815,0.158,9
M,0.515,0.4,0.14,0.6435,0.278,0.1365,0.168,1-8
F,0.555,0.43,0.14,0.745,0.2895,0.1675,0.205,10
F,0.73,0.595,0.225,2.7795,1.1465,0.512,0.586,11+
M,0.465,0.36,0.115,0.459,0.1815,0.0965,0.1385,9
F,0.695,0.55,0.17,1.684,0.708,0.3655,0.48,11+
F,0.625,0.48,0.135,1.136,0.5445,0.2115,0.305,9
F,0.705,0.545,0.17,1.5535,0.5985,0.2565,0.475,11+
F,0.635,0.495,0.16,1.3635,0.615,0.2995,0.365,11+
M,0.6,0.455,0.15,1.1035,0.547,0.2495,0.275,10
I,0.35,0.265,0.085,0.185,0.075,0.046,0.058,1-8
M,0.615,0.505,0.165,1.289,0.485,0.2635,0.424,11+
I,0.55,0.44,0.14,0.8145,0.3875,0.178,0.2165,11+
I,0.475,0.36,0.11,0.468,0.2175,0.0935,0.1135,1-8
I,0.42,0.31,0.1,0.2805,0.115,0.051,0.0835,9
I,0.395,0.27,0.08,0.319,0.1665,0.0595,0.067,1-8
I,0.435,0.34,0.11,0.4385,0.225,0.083,0.119,1-8
M,0.665,0.5,0.175,1.32,0.6075,0.29,0.33,11+
M,0.735,0.535,0.19,1.908,1.026,0.44,0.495,11+
F,0.545,0.415,0.2,0.879,0.314,0.187,0.28,11+
I,0.435,0.33,0.105,0.335,0.136,0.065,0.101,1-8
M,0.655,0.58,0.175,1.443,0.545,0.2665,0.465,11+
F,0.535,0.4,0.14,0.778,0.3935,0.208,0.201,1-8
